query_id,subject_id,scientific_name,perc_identity,alignment_length,mismatches,gap_opens,query_start,query_end,subject_start,subject_end,evalue,bit_score
job.pdb,AF-A0A2E7XKW3-F1-model_v4 Thiamine-monophosphate kinase,Gammaproteobacteria bacterium,42.500,322,177,5,1,320,1,316,1.000,2.352E-41
job.pdb,AF-A0A2A4V466-F1-model_v4 Thiamine-monophosphate kinase,Moraxellaceae bacterium,43.800,326,171,6,1,321,3,321,1.000,4.318E-41
job.pdb,AF-Q0K6Z2-F1-model_v4 Thiamine-monophosphate kinase,Cupriavidus necator H16,45.000,322,168,6,2,321,65,379,1.000,2.999E-41
job.pdb,AF-A0A3B0ZKW1-F1-model_v4 Thiamine-monophosphate kinase,hydrothermal vent metagenome,45.100,339,162,8,1,320,2,335,1.000,1.634E-41
job.pdb,AF-A0A3M1S3F9-F1-model_v4 Thiamine-monophosphate kinase,Gammaproteobacteria bacterium,43.600,323,174,3,1,321,1,317,1.000,1.546E-40
job.pdb,AF-E6QQV2-F1-model_v4 Thiamine-monophosphate kinase (Thiamine-phosphate kinase),mine drainage metagenome,43.400,357,157,8,1,321,2,349,1.000,2.822E-41
job.pdb,AF-A0A3B0ZU65-F1-model_v4 Thiamine-monophosphate kinase,hydrothermal vent metagenome,41.900,324,180,3,1,321,7,325,1.000,5.536E-40
job.pdb,AF-A0A534J9E7-F1-model_v4 Thiamine-monophosphate kinase,Gammaproteobacteria bacterium,45.200,323,171,4,1,321,3,321,1.000,8.423E-41
job.pdb,AF-A0A1G5SD07-F1-model_v4 Thiamine-monophosphate kinase,Nitrosomonas mobilis,43.800,331,170,8,1,321,2,326,1.000,2.513E-40
job.pdb,AF-A0A1G0HDL1-F1-model_v4 Thiamine-monophosphate kinase,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_38_11,42.200,324,170,7,1,320,1,311,1.000,2.838E-40
job.pdb,AF-A0A562M2M4-F1-model_v4 Thiamine-monophosphate kinase,Lysobacter ruishenii,42.800,322,173,6,3,321,25,338,1.000,5.505E-41
job.pdb,AF-A0A812ZCK8-F1-model_v4 ThiL protein,Symbiodinium microadriaticum,40.200,333,185,5,2,321,4,335,1.000,1.982E-39
job.pdb,AF-A0A5A9WA55-F1-model_v4 Thiamine-monophosphate kinase,Nitrincola tapanii,44.300,325,171,4,1,321,1,319,1.000,9.000E-40
job.pdb,AF-A0A5C7ZYZ3-F1-model_v4 Thiamine-monophosphate kinase,Dechloromonas sp.,46.000,328,165,5,2,321,33,356,1.000,3.405E-40
job.pdb,AF-A0A080M2B1-F1-model_v4 Thiamine-monophosphate kinase,Candidatus Accumulibacter cognatus,44.500,330,160,8,2,321,3,319,1.000,6.643E-40
job.pdb,AF-A0A2U1CLW4-F1-model_v4 Thiamine-monophosphate kinase,Pusillimonas noertemannii,43.400,327,170,9,1,321,1,318,1.000,1.555E-39
job.pdb,AF-A0A6G7YUH1-F1-model_v4 Thiamine-monophosphate kinase,Lysobacter sp. HDW10,44.400,322,168,5,1,320,4,316,1.000,1.756E-39
job.pdb,AF-A0A2E2DB67-F1-model_v4 Thiamine-monophosphate kinase,Methylophaga sp.,46.000,326,165,7,1,321,3,322,1.000,2.838E-40
job.pdb,AF-A0A5Q0TBC4-F1-model_v4 Thiamine-monophosphate kinase,Vibrio algicola,46.100,355,150,9,1,320,2,350,1.000,5.850E-41
job.pdb,AF-A0A1D2QRS3-F1-model_v4 Thiamine-monophosphate kinase,Candidatus Endobugula sertula,42.500,327,180,4,1,321,3,327,1.000,4.109E-39
job.pdb,AF-A0A3M3TIF4-F1-model_v4 Thiamine-monophosphate kinase,Pseudomonas cichorii,46.000,328,160,8,1,321,1,318,1.000,1.377E-39
job.pdb,AF-A0A7D7ZPC0-F1-model_v4 Thiamine-monophosphate kinase,Gammaproteobacteria bacterium,40.200,323,190,3,1,321,1,322,1.000,8.517E-39
job.pdb,AF-A0A0C2HVX9-F1-model_v4 Thiamine-monophosphate kinase,Pseudomonas batumici,43.200,328,169,8,1,321,1,318,1.000,3.223E-39
job.pdb,AF-A0A1G0G322-F1-model_v4 Thiamine-monophosphate kinase,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_35_23,41.900,322,176,6,1,320,11,323,1.000,3.639E-39
job.pdb,AF-A0A7H5FNB0-F1-model_v4 Thiamine-monophosphate kinase,Cobetia sp. MM1IDA2H-1,41.100,335,178,4,1,320,2,332,1.000,2.118E-38
job.pdb,AF-A0A6I1NPP6-F1-model_v4 Thiamine-monophosphate kinase,Pseudomonas sp. MWU12-2323,44.000,325,171,7,1,321,1,318,1.000,1.385E-38
job.pdb,AF-A0A1Y0I3T2-F1-model_v4 Thiamine-monophosphate kinase,Oleiphilus messinensis,43.900,341,168,8,1,320,2,340,1.000,9.000E-40
job.pdb,AF-A0A2N4YYY9-F1-model_v4 Thiamine-phosphate kinase,Klebsiella variicola,98.300,247,4,0,1,247,3,249,1.000,7.059E-40
job.pdb,AF-A0A1Y0EK72-F1-model_v4 Thiamine-monophosphate kinase,Comamonas serinivorans,42.100,365,165,8,1,321,1,363,1.000,4.132E-38
job.pdb,AF-A0A4V1IN69-F1-model_v4 Thiamine-monophosphate kinase,Zooshikella ganghwensis,45.100,328,167,9,2,321,3,325,1.000,9.050E-39
job.pdb,AF-M1LRR6-F1-model_v4 Thiamine-monophosphate kinase,Candidatus Kinetoplastibacterium desouzaii TCC079E,35.100,327,196,9,1,320,1,318,1.000,1.886E-37
job.pdb,AF-A0A6L8CZ52-F1-model_v4 Thiamine-monophosphate kinase,Gammaproteobacteria bacterium,40.400,331,181,6,2,321,4,329,1.000,4.640E-39
job.pdb,AF-A0A1S7LNR6-F1-model_v4 Thiamine-monophosphate kinase,Candidatus Magnetococcus massalia,37.400,334,191,9,2,320,10,340,1.000,1.775E-37
job.pdb,AF-L0WFX4-F1-model_v4 Thiamine-monophosphate kinase,Alcanivorax hongdengensis A-11-3,42.500,329,156,10,2,320,3,308,1.000,1.233E-37
job.pdb,AF-A0A2E8UDK1-F1-model_v4 Thiamine-monophosphate kinase,Porticoccaceae bacterium,40.300,325,183,5,1,321,8,325,1.000,1.233E-37
job.pdb,AF-A0A662ZKH1-F1-model_v4 Thiamine-monophosphate kinase,Ruminobacter amylophilus,39.000,338,184,10,1,320,1,334,1.000,1.765E-38
job.pdb,AF-A0A3B0WZW8-F1-model_v4 Thiamine-monophosphate kinase,hydrothermal vent metagenome,42.100,332,171,9,1,321,1,322,1.000,5.268E-38
job.pdb,AF-A0A0Q7EH31-F1-model_v4 Thiamine-monophosphate kinase,Massilia sp. Root418,37.800,388,169,10,2,321,3,386,1.000,7.543E-39
job.pdb,AF-A0A520S9P6-F1-model_v4 Thiamine-monophosphate kinase,Halieaceae bacterium,44.200,321,163,6,1,321,3,307,1.000,3.241E-38
job.pdb,AF-A0A7Y6XYQ2-F1-model_v4 Thiamine-monophosphate kinase,Alphaproteobacteria bacterium,38.700,328,181,9,1,320,2,317,1.000,4.391E-38
job.pdb,AF-A0A3C7W4F0-F1-model_v4 Thiamine-monophosphate kinase,Halieaceae bacterium,45.500,325,150,8,1,320,3,305,1.000,4.666E-38
job.pdb,AF-A0A176NM92-F1-model_v4 Thiamine-monophosphate kinase,Pseudomonas thivervalensis,43.300,325,173,7,1,321,1,318,1.000,3.463E-37
job.pdb,AF-A0A366D7T1-F1-model_v4 Thiamine-monophosphate kinase,Marinomonas aquiplantarum,41.800,306,166,5,17,320,6,301,1.000,4.132E-38
job.pdb,AF-A0A0C5JJF2-F1-model_v4 Thiamine-monophosphate kinase,Rugosibacter aromaticivorans,43.200,335,160,7,1,321,2,320,1.000,9.671E-38
job.pdb,AF-A0A2A4XY23-F1-model_v4 Thiamine-monophosphate kinase,Oceanospirillales bacterium,45.200,303,148,6,23,320,1,290,1.000,1.671E-37
job.pdb,AF-A0A2E9E1D4-F1-model_v4 Thiamine-monophosphate kinase,Rhodospirillaceae bacterium,37.900,324,194,6,1,319,9,330,1.000,9.152E-37
job.pdb,AF-A0A845V8X9-F1-model_v4 Thiamine-phosphate kinase,Wenzhouxiangella limi,38.400,328,182,8,1,321,2,316,1.000,1.039E-35
job.pdb,AF-A0A7C5PI88-F1-model_v4 Thiamine-phosphate kinase,Gammaproteobacteria bacterium,49.100,291,146,1,2,292,3,291,1.000,4.178E-36
job.pdb,AF-A0A1L5PMM9-F1-model_v4 Thiamine-monophosphate kinase,Pseudomonas putida,44.100,331,161,9,1,320,1,318,1.000,8.612E-37
job.pdb,AF-A0A2S6QUY3-F1-model_v4 Thiamine-monophosphate kinase,Alphaproteobacteria bacterium MarineAlpha9_Bin7,39.000,328,187,8,1,320,5,327,1.000,3.277E-36
job.pdb,AF-A0A2E7I4A2-F1-model_v4 Thiamine-monophosphate kinase,Alphaproteobacteria bacterium,41.000,334,178,9,1,321,1,328,1.000,1.400E-36
job.pdb,AF-A0A7C1ZG42-F1-model_v4 Thiamine-monophosphate kinase,Gammaproteobacteria bacterium,41.600,286,159,4,39,321,29,309,1.000,9.203E-36
job.pdb,AF-A0A1G1GHL9-F1-model_v4 Thiamine-monophosphate kinase,Nitrospirae bacterium RBG_16_43_11,36.300,333,186,11,2,321,7,326,1.000,5.327E-36
job.pdb,AF-A0A2E8T524-F1-model_v4 Thiamine-monophosphate kinase,Rhodospirillaceae bacterium,37.900,327,193,6,1,320,7,330,1.000,4.465E-35
job.pdb,AF-A0A1Y5D321-F1-model_v4 Thiamine-monophosphate kinase,Bermanella sp. 47_1433_sub80_T6,38.900,326,172,9,1,320,1,305,1.000,1.104E-35
job.pdb,AF-A0A7C5GR86-F1-model_v4 Thiamine-monophosphate kinase,Thiotrichales bacterium,40.900,293,161,6,31,318,20,305,1.000,5.692E-35
job.pdb,AF-A0A3B1CS77-F1-model_v4 Thiamine-monophosphate kinase,hydrothermal vent metagenome,36.500,312,183,8,20,320,23,330,1.000,7.258E-35
job.pdb,AF-A0A6N9DZY6-F1-model_v4 Thiamine-monophosphate kinase,Nitrospira sp. SB0677_bin_15,36.900,336,191,9,2,320,62,393,1.000,2.289E-35
job.pdb,AF-A0A450ZY97-F1-model_v4 Thiamine-monophosphate kinase,Candidatus Kentron sp. TUN,44.400,288,150,5,39,321,2,284,1.000,1.699E-34
job.pdb,AF-A0A2E4BVK9-F1-model_v4 Thiamine-monophosphate kinase,Rhodospirillaceae bacterium,36.100,329,196,8,1,320,1,324,1.000,1.110E-34
job.pdb,AF-A0A3M1KJ99-F1-model_v4 Thiamine-monophosphate kinase,Gammaproteobacteria bacterium,39.100,324,177,8,1,321,1,307,1.000,1.045E-34
job.pdb,AF-A0A2E6A1F0-F1-model_v4 Thiamine-monophosphate kinase,Gammaproteobacteria bacterium,38.000,326,168,9,2,320,13,311,1.000,3.721E-35
job.pdb,AF-A0A3A1Y5I2-F1-model_v4 Thiamine-monophosphate kinase,Psittacicella melopsittaci,35.000,394,174,9,1,312,3,396,1.000,5.041E-35
job.pdb,AF-A0A371WTV6-F1-model_v4 Thiamine-monophosphate kinase,Methylovirgula sp. 4M-Z18,36.800,334,188,10,2,320,67,392,1.000,2.446E-34
job.pdb,AF-A0A7D4P565-F1-model_v4 Thiamine-monophosphate kinase,Thiomicrorhabdus xiamenensis,38.800,340,183,11,2,320,1,336,1.000,2.935E-34
job.pdb,AF-A0A521K0X4-F1-model_v4 Thiamine-monophosphate kinase,Nitrospirae bacterium,39.400,345,177,11,1,321,50,386,1.000,1.599E-34
job.pdb,AF-A0A7W6VY57-F1-model_v4 Thiamine-monophosphate kinase,Rhodoblastus acidophilus,36.100,332,186,11,1,319,1,319,1.000,4.771E-34
job.pdb,AF-A0A2V6NPC6-F1-model_v4 Thiamine-monophosphate kinase,Candidatus Rokubacteria bacterium,37.200,330,182,13,2,321,7,321,1.000,3.976E-34
job.pdb,AF-A0A2V7UK24-F1-model_v4 Thiamine-monophosphate kinase,Acidobacteria bacterium,39.400,335,179,12,5,320,16,345,1.000,7.299E-34
job.pdb,AF-A0A7V9SAI2-F1-model_v4 Thiamine-monophosphate kinase,Alphaproteobacteria bacterium,39.000,323,178,7,1,320,1,307,1.000,1.051E-33
job.pdb,AF-A0A424YA86-F1-model_v4 Thiamine-monophosphate kinase,Candidatus Syntrophonatronum acetioxidans,36.200,339,193,10,2,320,7,342,1.000,3.742E-34
job.pdb,AF-A0A839ACX6-F1-model_v4 Thiamine-phosphate kinase,Stappia albiluteola,38.200,335,184,8,1,320,6,332,1.000,1.424E-33
job.pdb,AF-A0A3B1CZT1-F1-model_v4 Thiamine-monophosphate kinase,hydrothermal vent metagenome,35.700,333,192,10,2,320,5,329,1.000,2.314E-33
job.pdb,AF-A0A257S843-F1-model_v4 Thiamine-monophosphate kinase,Acidiphilium sp. 21-60-14,36.000,325,186,8,2,320,3,311,1.000,1.051E-33
job.pdb,AF-A0A3A4KAI2-F1-model_v4 Thiamine-monophosphate kinase,Myxococcales bacterium,37.900,340,170,13,2,321,16,334,1.000,6.464E-34
job.pdb,AF-A1WVF9-F1-model_v4 Thiamine-monophosphate kinase,Halorhodospira halophila SL1,46.300,328,159,8,1,321,4,321,1.000,8.660E-36
job.pdb,AF-A0A4Q9DQN4-F1-model_v4 Thiamine-monophosphate kinase,Paenibacillus thalictri,30.600,339,217,9,1,321,3,341,1.000,1.708E-33
job.pdb,AF-A0A3D3A8M3-F1-model_v4 Thiamine-monophosphate kinase,Rhodobiaceae bacterium,34.800,324,186,9,1,320,7,309,1.000,5.098E-33
job.pdb,AF-A0A117KXM1-F1-model_v4 Thiamine-monophosphate kinase,Clostridia bacterium 41_269,35.800,332,197,10,2,321,9,336,1.000,2.050E-33
job.pdb,AF-A0A3D4F2T5-F1-model_v4 Thiamine-monophosphate kinase,Rhodobiaceae bacterium,36.100,326,193,9,1,320,11,327,1.000,4.249E-33
job.pdb,AF-W4MBW8-F1-model_v4 Thiamine-monophosphate kinase,Candidatus Entotheonella gemina,37.100,334,191,12,2,321,12,340,1.000,2.314E-33
job.pdb,AF-A0A3M1K5J0-F1-model_v4 Thiamine-monophosphate kinase,Alphaproteobacteria bacterium,33.100,329,198,8,1,319,1,317,1.000,5.098E-33
job.pdb,AF-A0A257VVY4-F1-model_v4 Thiamine-monophosphate kinase,Rhodospirillales bacterium 12-54-5,35.900,328,194,10,1,319,1,321,1.000,5.756E-33
job.pdb,AF-A0A1F9VH97-F1-model_v4 Thiamine-monophosphate kinase,Elusimicrobia bacterium RIFOXYA12_FULL_49_49,35.000,331,196,10,2,321,7,329,1.000,3.763E-33
job.pdb,AF-A0A3C1GUZ2-F1-model_v4 Thiamine-monophosphate kinase,Psychrobacter sp.,36.400,351,177,13,1,320,1,336,1.000,1.513E-33
job.pdb,AF-A0A5C7K1T8-F1-model_v4 Thiamine-monophosphate kinase,Thermomicrobiales bacterium,36.300,336,196,10,1,321,45,377,1.000,2.473E-32
job.pdb,AF-A0A2H0QXQ1-F1-model_v4 Thiamine-monophosphate kinase,Alphaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_39_49,33.600,333,183,12,1,321,1,307,1.000,5.756E-33
job.pdb,AF-A0A3M5CKY1-F1-model_v4 Thiamine-monophosphate kinase,Pseudomonas coronafaciens pv. garcae,46.300,285,138,6,41,320,2,276,1.000,4.249E-33
job.pdb,AF-A0A831TWK4-F1-model_v4 Thiamine-phosphate kinase,Armatimonadetes bacterium,40.000,312,169,9,21,321,7,311,1.000,6.907E-33
job.pdb,AF-A0A7W2GRI3-F1-model_v4 Thiamine-monophosphate kinase,Hyphomicrobiales bacterium,32.600,337,198,10,1,320,5,329,1.000,6.500E-33
job.pdb,AF-A0A1H9U1J3-F1-model_v4 Thiamine-monophosphate kinase,Salipaludibacillus aurantiacus,31.100,331,210,10,2,320,3,327,1.000,7.380E-32
job.pdb,AF-T1BHH6-F1-model_v4 Thiamine-monophosphate kinase,mine drainage metagenome,42.300,300,157,8,25,321,1,287,1.000,2.190E-32
job.pdb,AF-A0A812V390-F1-model_v4 RhlG protein,Symbiodinium microadriaticum,36.900,322,184,10,1,313,1,312,1.000,1.347E-32
job.pdb,AF-A0A7C0ZAC6-F1-model_v4 Thiamine-monophosphate kinase,Desulfobacteraceae bacterium,31.200,333,208,10,2,320,10,335,1.000,2.327E-32
job.pdb,AF-A0A6M1TZZ7-F1-model_v4 Thiamine-monophosphate kinase,Brevibacillus sp. SYP-B805,32.300,331,208,8,3,321,5,331,1.000,4.272E-32
job.pdb,AF-A0A257WTX0-F1-model_v4 Thiamine-monophosphate kinase,Methyloversatilis sp. 12-65-5,39.900,328,142,7,1,321,2,281,1.000,5.447E-32
job.pdb,AF-A0A3N5HQT4-F1-model_v4 Thiamine-monophosphate kinase,Myxococcaceae bacterium,34.300,332,200,10,1,321,2,326,1.000,6.945E-32
job.pdb,AF-A0A3D1GMJ2-F1-model_v4 Thiamine-phosphate kinase,Halieaceae bacterium,48.700,279,122,7,45,320,1,261,1.000,1.940E-32
job.pdb,AF-A0A1F4QYU8-F1-model_v4 Thiamine-monophosphate kinase,candidate division NC10 bacterium RIFCSPLOWO2_12_FULL_66_18,37.200,346,186,10,2,321,9,349,1.000,2.967E-32
job.pdb,AF-A0A7W2A8F9-F1-model_v4 Thiamine-monophosphate kinase,Paenactinomyces guangxiensis,32.500,329,204,9,3,321,1,321,1.000,4.824E-32
job.pdb,AF-A0A848V3A4-F1-model_v4 Thiamine-phosphate kinase,Hellea sp.,31.400,328,202,9,1,321,1,312,1.000,1.440E-31
job.pdb,AF-A0A124IIB7-F1-model_v4 Thiamine-monophosphate kinase,Alphaproteobacteria bacterium BRH_c36,36.600,341,187,12,1,321,3,334,1.000,2.793E-32
job.pdb,AF-A0A7C4IZX4-F1-model_v4 Thiamine-monophosphate kinase,Desulfobacterales bacterium,31.700,334,209,10,2,321,10,338,1.000,2.202E-31
job.pdb,AF-A0A7D8BCV9-F1-model_v4 Thiamine-monophosphate kinase,Granulicella sp. 5B5,34.100,337,196,12,1,321,11,337,1.000,2.808E-31
job.pdb,AF-A0A134C3Z9-F1-model_v4 Thiamine-monophosphate kinase,Veillonella sp. DNF00869,31.800,327,205,8,1,320,332,647,1.000,1.530E-31
job.pdb,AF-A0A520XNI8-F1-model_v4 Thiamine-monophosphate kinase,Acidimicrobiales bacterium,34.400,331,198,11,2,320,45,368,1.000,1.727E-31
job.pdb,AF-F3KRE2-F1-model_v4 Thiamine-monophosphate kinase,Hylemonella gracilis ATCC 19624,41.900,360,165,14,1,321,16,370,1.000,1.254E-34
job.pdb,AF-A0A538U4N5-F1-model_v4 Thiamine-monophosphate kinase,Candidatus Eisenbacteria bacterium,35.000,331,200,11,2,321,80,406,1.000,7.380E-32
job.pdb,AF-A0A6I7WN90-F1-model_v4 Thiamine-monophosphate kinase,Methylococcaceae bacterium HT4,46.400,265,130,3,57,321,1,253,1.000,9.463E-31
job.pdb,AF-A0A839UYD5-F1-model_v4 Thiamine-monophosphate kinase,Endobacter medicaginis,34.900,295,171,8,31,321,1,278,1.000,4.565E-31
job.pdb,AF-A0A3B0VMA5-F1-model_v4 Thiamine-monophosphate kinase,hydrothermal vent metagenome,35.800,287,155,9,41,320,1,265,1.000,1.727E-31
job.pdb,AF-A0A0T6A7Q2-F1-model_v4 Thiamine-monophosphate kinase,candidate division NC10 bacterium CSP1-5,31.800,345,207,11,2,321,11,352,1.000,1.836E-31
job.pdb,AF-A0A1Z8WU20-F1-model_v4 Thiamine-monophosphate kinase,Methylococcaceae bacterium TMED69,33.800,328,202,10,1,321,1,320,1.000,6.117E-33
job.pdb,AF-A0A532URU2-F1-model_v4 Thiamine-monophosphate kinase,candidate division LCP-89 bacterium B3_LCP,34.000,332,202,11,2,321,3,329,1.000,1.282E-30
job.pdb,AF-A0A2V8TJU9-F1-model_v4 Thiamine-monophosphate kinase,Acidobacteria bacterium,32.000,349,205,11,2,321,14,359,1.000,8.905E-31
job.pdb,AF-A0A3D0Z335-F1-model_v4 Thiamine-monophosphate kinase,Clostridiales bacterium,36.200,334,191,12,1,320,4,329,1.000,2.202E-31
job.pdb,AF-A0A2V9RXC6-F1-model_v4 Thiamine-monophosphate kinase,Acidobacteria bacterium,36.500,342,171,17,1,321,3,319,1.000,8.334E-32
job.pdb,AF-A0A2S6QH67-F1-model_v4 Thiamine-monophosphate kinase,Alphaproteobacteria bacterium MarineAlpha12_Bin1,34.600,335,195,9,1,320,5,330,1.000,6.117E-33
job.pdb,AF-A0A538S5Y7-F1-model_v4 Thiamine-monophosphate kinase,Planctomycetota bacterium,33.300,330,182,8,1,321,5,305,1.000,1.129E-31
job.pdb,AF-A0A653I2W5-F1-model_v4 Thiamine-monophosphate kinase,Limnobacter sp. 130,34.500,362,187,13,2,321,1,354,1.000,6.573E-31
job.pdb,AF-A0A7Z9M348-F1-model_v4 Thiamine-monophosphate kinase,Dehalococcoidia bacterium,29.700,333,211,11,1,321,7,328,1.000,3.189E-30
job.pdb,AF-A0A1J5J1W7-F1-model_v4 Thiamine-monophosphate kinase,Zetaproteobacteria bacterium CG2_30_59_37,32.600,325,198,9,1,321,1,308,1.000,2.657E-30
job.pdb,AF-A0A4Q5P3I8-F1-model_v4 Thiamine-monophosphate kinase,Bradyrhizobiaceae bacterium,38.700,325,179,8,5,320,7,320,1.000,7.339E-33
job.pdb,AF-A0A259R7U4-F1-model_v4 Thiamine-monophosphate kinase,Thiomonas sp. 13-64-67,40.500,323,145,9,1,321,5,282,1.000,1.355E-31
job.pdb,AF-A0A7X7Z2F4-F1-model_v4 Thiamine-monophosphate kinase,Myxococcales bacterium,34.700,334,189,15,1,321,1,318,1.000,1.207E-30
job.pdb,AF-A0A5C9DB78-F1-model_v4 Thiamine-monophosphate kinase,Methylocystaceae bacterium,37.700,331,176,12,1,320,4,315,1.000,6.984E-31
job.pdb,AF-A0A7C4FVT7-F1-model_v4 Thiamine-monophosphate kinase,bacterium,32.200,298,179,10,36,321,3,289,1.000,1.846E-30
job.pdb,AF-A0A7C3S8S2-F1-model_v4 Thiamine-monophosphate kinase,Deltaproteobacteria bacterium,36.400,332,192,10,2,320,45,370,1.000,8.856E-32
job.pdb,"AF-B9TLX7-F1-model_v4 Thiamine-monophosphate kinase, putative",Ricinus communis,44.300,257,135,4,68,321,2,253,1.000,1.448E-30
job.pdb,AF-A0A7C2ZQF9-F1-model_v4 Thiamine-monophosphate kinase,Deltaproteobacteria bacterium,36.800,326,186,11,2,319,7,320,1.000,1.825E-32
job.pdb,AF-A0A2E7W3T2-F1-model_v4 Thiamine-monophosphate kinase,Rhodospirillaceae bacterium,29.300,334,207,10,3,319,10,331,1.000,8.856E-32
job.pdb,AF-A0A2D7DWD1-F1-model_v4 Thiamine-monophosphate kinase,Rickettsiales bacterium,30.200,331,207,11,1,320,2,319,1.000,1.282E-30
job.pdb,AF-A0A7C2EMZ9-F1-model_v4 Thiamine-monophosphate kinase,Blastocatellia bacterium,35.600,339,195,11,3,321,4,339,1.000,2.340E-31
job.pdb,AF-A0A7C3UX12-F1-model_v4 Thiamine-monophosphate kinase,Deltaproteobacteria bacterium,28.400,327,214,12,1,320,3,316,1.000,3.388E-30
job.pdb,AF-A0A1J5DX99-F1-model_v4 Thiamine-monophosphate kinase,Deltaproteobacteria bacterium CG2_30_63_29,33.900,333,195,13,2,320,4,325,1.000,1.207E-30
job.pdb,AF-A0A7V3VCV6-F1-model_v4 Thiamine-monophosphate kinase,bacterium,33.300,363,190,12,2,320,7,361,1.000,6.151E-32
job.pdb,AF-A0A2H0XG03-F1-model_v4 Thiamine-monophosphate kinase,bacterium (Candidatus Stahlbacteria) CG08_land_8_20_14_0_20_40_26,35.600,325,178,12,1,321,2,299,1.000,4.878E-30
job.pdb,AF-A0A3D4B0G8-F1-model_v4 Thiamine-monophosphate kinase,Candidatus Latescibacteria bacterium,31.900,344,202,12,1,321,3,337,1.000,1.011E-29
job.pdb,AF-A0A7V2SZ25-F1-model_v4 Thiamine-monophosphate kinase,Dissulfuribacter thermophilus,31.800,336,204,13,1,319,10,337,1.000,8.427E-30
job.pdb,AF-A0A532UFX7-F1-model_v4 Thiamine-monophosphate kinase,bacterium (candidate division B38) B3_B38,35.700,344,195,10,2,320,8,350,1.000,9.410E-32
job.pdb,AF-A0A6I5ZUR4-F1-model_v4 Thiamine-monophosphate kinase,Moorella glycerini,35.000,337,193,10,2,321,7,334,1.000,1.626E-31
