query_id,subject_id,scientific_name,perc_identity,alignment_length,mismatches,gap_opens,query_start,query_end,subject_start,subject_end,evalue,bit_score
job.pdb,AF-Q2FSV9-F1-model_v4 Thiamine-monophosphate kinase,Methanospirillum hungatei JF-1,31.600,297,170,9,27,321,21,286,1.000,4.021E-25
job.pdb,AF-Q8NQV0-F1-model_v4 Thiamine-monophosphate kinase,Corynebacterium glutamicum ATCC 13032,28.200,333,201,15,2,320,23,331,1.000,8.808E-26
job.pdb,AF-Q8F0S9-F1-model_v4 Thiamine-monophosphate kinase,Leptospira interrogans serovar Lai str. 56601,30.800,298,178,10,33,320,28,307,1.000,6.947E-25
job.pdb,AF-Q7UPP0-F1-model_v4 Thiamine-monophosphate kinase,Rhodopirellula baltica SH 1,28.800,333,190,12,4,320,7,308,1.000,6.118E-26
job.pdb,AF-Q7VEI9-F1-model_v4 Thiamine-monophosphate kinase,Prochlorococcus marinus subsp. marinus str. CCMP1375,26.500,343,204,19,2,320,15,333,1.000,5.479E-24
job.pdb,AF-Q9HNP1-F1-model_v4 Thiamine-monophosphate kinase,Halobacterium salinarum NRC-1,25.800,294,182,10,34,319,23,288,1.000,1.448E-23
job.pdb,AF-Q60337-F1-model_v4 Thiamine-monophosphate kinase,Methanocaldococcus jannaschii DSM 2661,25.900,312,191,16,17,308,17,308,1.000,4.566E-24
job.pdb,AF-O29525-F1-model_v4 Thiamine-monophosphate kinase,Archaeoglobus fulgidus DSM 4304,24.400,295,187,12,30,320,34,296,1.000,2.240E-21
job.pdb,AF-Q8TXQ3-F1-model_v4 Thiamine-monophosphate kinase,Methanopyrus kandleri AV19,28.900,287,173,15,27,306,41,303,1.000,7.506E-22
job.pdb,"AF-Q1DAT6-F1-model_v4 Selenide, water dikinase",Myxococcus xanthus DK 1622,19.900,341,211,17,5,304,32,351,1.000,1.393E-19
job.pdb,"AF-Q0T4X1-F1-model_v4 Selenide, water dikinase",Shigella flexneri 5 str. 8401,18.200,339,230,15,1,304,21,347,1.000,1.776E-19
job.pdb,"AF-Q32GA8-F1-model_v4 Selenide, water dikinase",Shigella dysenteriae Sd197,18.500,339,229,15,1,304,21,347,1.000,1.888E-19
job.pdb,"AF-A7ZMN3-F1-model_v4 Selenide, water dikinase",Escherichia coli O139:H28 str. E24377A,18.500,339,229,15,1,304,21,347,1.000,2.006E-19
job.pdb,"AF-P59392-F1-model_v4 Selenide, water dikinase",Pseudomonas putida KT2440,17.900,335,223,16,5,304,27,344,1.000,2.407E-19
job.pdb,"AF-Q488J7-F1-model_v4 Selenide, water dikinase",Colwellia psychrerythraea 34H,19.100,319,214,14,18,304,37,343,1.000,7.183E-19
job.pdb,"AF-P59393-F1-model_v4 Selenide, water dikinase",Shigella flexneri,18.200,339,230,15,1,304,21,347,1.000,2.407E-19
job.pdb,"AF-A0KKE7-F1-model_v4 Selenide, water dikinase",Aeromonas hydrophila subsp. hydrophila ATCC 7966,21.200,320,207,14,18,304,37,344,1.000,4.418E-19
job.pdb,AF-P26412-F1-model_v4 Carbamoyl dehydratase HypE,Rhodobacter capsulatus,23.200,336,200,18,4,310,20,326,1.000,7.183E-19
job.pdb,"AF-A8A0V7-F1-model_v4 Selenide, water dikinase",Escherichia coli HS,18.200,339,230,15,1,304,21,347,1.000,2.558E-19
job.pdb,"AF-P66793-F1-model_v4 Selenide, water dikinase",Escherichia coli CFT073,18.500,339,229,15,1,304,21,347,1.000,5.986E-19
job.pdb,"AF-Q0TH64-F1-model_v4 Selenide, water dikinase",Escherichia coli 536,18.500,339,229,15,1,304,21,347,1.000,3.682E-19
job.pdb,AF-P40595-F1-model_v4 Carbamoyl dehydratase HypE,Azotobacter vinelandii,22.100,298,205,15,27,310,43,327,1.000,2.278E-18
job.pdb,AF-P31905-F1-model_v4 Carbamoyl dehydratase HypE,Cupriavidus necator H16,20.800,307,199,15,27,310,52,337,1.000,2.278E-18
job.pdb,"AF-Q3Z2B0-F1-model_v4 Selenide, water dikinase",Shigella sonnei Ss046,18.200,339,230,15,1,304,21,347,1.000,6.361E-19
job.pdb,"AF-Q321Q8-F1-model_v4 Selenide, water dikinase",Shigella boydii Sb227,18.500,339,229,15,1,304,21,347,1.000,5.633E-19
job.pdb,"AF-P16456-F1-model_v4 Selenide, water dikinase",Escherichia coli K-12,18.200,339,230,15,1,304,21,347,1.000,4.989E-19
job.pdb,"AF-P66794-F1-model_v4 Selenide, water dikinase",Escherichia coli O157:H7,18.500,339,229,15,1,304,21,347,1.000,5.986E-19
job.pdb,AF-P40599-F1-model_v4 Carbamoyl dehydratase HypE,Rhizobium leguminosarum bv. viciae,21.400,303,202,13,27,310,51,336,1.000,1.241E-18
job.pdb,"AF-Q889F7-F1-model_v4 Selenide, water dikinase",Pseudomonas syringae pv. tomato str. DC3000,18.500,335,221,16,5,304,27,344,1.000,8.618E-19
job.pdb,"AF-Q7WE97-F1-model_v4 Selenide, water dikinase",Bordetella bronchiseptica RB50,19.100,335,219,16,5,304,27,344,1.000,1.034E-18
job.pdb,"AF-A4SMM1-F1-model_v4 Selenide, water dikinase",Aeromonas salmonicida subsp. salmonicida A449,20.300,320,210,13,18,304,37,344,1.000,2.572E-18
job.pdb,"AF-Q66AP0-F1-model_v4 Selenide, water dikinase",Yersinia pseudotuberculosis IP 32953,20.100,322,209,16,18,304,39,347,1.000,8.618E-19
job.pdb,"AF-Q8ZPV5-F1-model_v4 Selenide, water dikinase",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,17.600,339,232,15,1,304,21,347,1.000,1.898E-18
job.pdb,"AF-Q6LP05-F1-model_v4 Selenide, water dikinase",Photobacterium profundum SS9,19.400,324,212,16,17,304,36,346,1.000,3.086E-18
job.pdb,AF-Q0AW29-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,19.600,336,223,17,4,304,22,345,1.000,9.732E-19
job.pdb,"AF-Q7N406-F1-model_v4 Selenide, water dikinase",Photorhabdus laumondii subsp. laumondii TTO1,18.300,321,216,13,18,304,38,346,1.000,2.733E-18
job.pdb,"AF-A1APP9-F1-model_v4 Selenide, water dikinase",Pelobacter propionicus DSM 2379,19.800,328,205,15,18,304,38,348,1.000,2.143E-18
job.pdb,AF-B2JGD2-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Paraburkholderia phymatum STM815,18.800,334,227,16,4,304,33,355,1.000,1.319E-18
job.pdb,"AF-Q8Z6F4-F1-model_v4 Selenide, water dikinase",Salmonella enterica subsp. enterica serovar Typhi,17.600,339,232,15,1,304,21,347,1.000,1.786E-18
job.pdb,AF-P31906-F1-model_v4 Carbamoyl dehydratase HypE,Bradyrhizobium diazoefficiens USDA 110,20.700,299,209,13,27,310,47,332,1.000,5.331E-18
job.pdb,AF-Q0BI09-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia ambifaria AMMD,17.500,341,234,16,2,304,20,351,1.000,2.572E-18
job.pdb,"AF-Q8ZEK1-F1-model_v4 Selenide, water dikinase",Yersinia pestis,19.800,322,210,16,18,304,39,347,1.000,2.017E-18
job.pdb,AF-Q7W0A7-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Bordetella pertussis Tohama I,17.900,339,229,17,4,305,22,348,1.000,6.397E-18
job.pdb,"AF-Q9CMM8-F1-model_v4 Selenide, water dikinase",Pasteurella multocida subsp. multocida str. Pm70,17.400,343,229,15,1,304,24,351,1.000,2.278E-18
job.pdb,AF-Q4QKF3-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Haemophilus influenzae 86-028NP,18.000,338,228,18,4,304,19,344,1.000,3.485E-18
job.pdb,AF-A7MY25-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920,17.900,334,233,16,4,304,21,346,1.000,3.086E-18
job.pdb,AF-A4JBT0-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia vietnamiensis G4,17.300,341,235,14,2,304,20,351,1.000,4.721E-18
job.pdb,AF-Q2SYY5-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia thailandensis E264,17.900,334,230,17,4,304,29,351,1.000,1.786E-18
job.pdb,AF-Q1QVP5-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Chromohalobacter salexigens DSM 3043,18.600,337,229,19,4,304,28,355,1.000,3.086E-18
job.pdb,AF-Q58089-F1-model_v4 Putative hydrogenase expression/formation protein MJ0676,Methanocaldococcus jannaschii DSM 2661,22.200,301,197,14,30,313,44,324,1.000,1.319E-18
job.pdb,"AF-A4W9I2-F1-model_v4 Selenide, water dikinase",Enterobacter sp. 638,18.100,347,230,15,1,315,21,345,1.000,1.099E-18
job.pdb,AF-Q1BYW4-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia orbicola AU 1054,17.500,341,234,16,2,304,20,351,1.000,6.397E-18
job.pdb,AF-B0KT52-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Pseudomonas putida GB-1,19.300,336,226,18,4,303,20,346,1.000,3.703E-18
job.pdb,AF-A4XWN5-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Pseudomonas mendocina ymp,20.000,335,225,19,4,303,20,346,1.000,2.904E-18
job.pdb,AF-Q8ES94-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Oceanobacillus iheyensis HTE831,17.300,322,225,16,14,304,27,338,1.000,3.279E-18
job.pdb,AF-B1XAX4-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli str. K-12 substr. DH10B,17.600,334,234,17,4,304,20,345,1.000,9.209E-18
job.pdb,"AF-Q9I383-F1-model_v4 Selenide, water dikinase",Pseudomonas aeruginosa PAO1,19.900,311,201,14,27,304,49,344,1.000,2.155E-17
job.pdb,AF-Q167K4-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Roseobacter denitrificans OCh 114,19.300,326,223,14,14,308,32,348,1.000,6.797E-18
job.pdb,AF-Q3KFT0-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Pseudomonas fluorescens Pf0-1,19.300,336,226,20,4,303,20,346,1.000,4.721E-18
job.pdb,AF-B7LKE3-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia fergusonii ATCC 35469,18.400,336,229,19,4,304,20,345,1.000,5.331E-18
job.pdb,AF-B4TR76-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633,16.100,334,239,16,4,304,20,345,1.000,1.326E-17
job.pdb,AF-Q1LJ92-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Cupriavidus metallidurans CH34,18.200,340,233,16,2,304,19,350,1.000,6.797E-18
job.pdb,AF-A1V0V7-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia mallei SAVP1,17.300,334,232,16,4,304,29,351,1.000,5.017E-18
job.pdb,AF-Q1IDL2-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Pseudomonas entomophila L48,19.200,338,224,19,4,303,20,346,1.000,4.721E-18
job.pdb,AF-B1J1M3-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Pseudomonas putida W619,19.500,337,224,20,4,303,20,346,1.000,3.485E-18
job.pdb,AF-B1IWG1-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli ATCC 8739,17.900,334,233,17,4,304,20,345,1.000,1.326E-17
job.pdb,"AF-A7MNU8-F1-model_v4 Selenide, water dikinase",Cronobacter sakazakii ATCC BAA-894,18.100,347,230,15,1,315,21,345,1.000,1.401E-18
job.pdb,AF-B1JW28-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia orbicola MC0-3,17.800,341,233,16,2,305,20,350,1.000,4.721E-18
job.pdb,"AF-Q0HNW1-F1-model_v4 Selenide, water dikinase",Shewanella sp. MR-4,17.300,322,217,13,18,304,45,352,1.000,1.326E-17
job.pdb,AF-A8Z1L3-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Staphylococcus aureus subsp. aureus USA300_TCH1516,17.800,330,232,17,5,304,20,340,1.000,1.105E-17
job.pdb,AF-P42034-F1-model_v4 Hydrogenase expression/formation protein HupE,Azotobacter chroococcum (strain mcd 1),22.500,311,212,16,6,303,25,319,1.000,2.028E-17
job.pdb,AF-B0BQ30-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Actinobacillus pleuropneumoniae serovar 3 str. JL03,18.000,338,229,17,4,304,19,345,1.000,5.665E-18
job.pdb,AF-Q8Z4R2-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Salmonella enterica subsp. enterica serovar Typhi,16.500,333,239,15,4,304,20,345,1.000,1.691E-17
job.pdb,AF-A5F643-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Vibrio cholerae O395,17.600,335,233,16,4,304,21,346,1.000,1.591E-17
job.pdb,AF-A5UC39-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Haemophilus influenzae PittEE,17.700,338,229,19,4,304,19,344,1.000,1.248E-17
job.pdb,AF-B7UGN7-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli O127:H6 str. E2348/69,16.600,337,234,19,4,304,20,345,1.000,1.248E-17
job.pdb,AF-B4EY89-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Proteus mirabilis HI4320,19.500,337,227,19,4,306,20,346,1.000,3.279E-18
job.pdb,AF-Q88MA9-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Pseudomonas putida KT2440,19.300,336,226,19,4,303,20,346,1.000,6.020E-18
job.pdb,AF-Q145C6-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Paraburkholderia xenovorans LB400,17.800,336,228,15,4,304,33,355,1.000,4.721E-18
job.pdb,AF-Q3A515-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Syntrophotalea carbinolica DSM 2380,20.900,339,219,20,4,304,23,350,1.000,8.156E-18
job.pdb,"AF-Q0I0C9-F1-model_v4 Selenide, water dikinase",Shewanella sp. MR-7,17.600,323,215,14,18,304,45,352,1.000,1.591E-17
job.pdb,AF-Q2YX52-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Staphylococcus aureus RF122,17.800,330,232,17,5,304,20,340,1.000,1.497E-17
job.pdb,AF-B1LNF0-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli SMS-3-5,17.900,334,233,18,4,304,20,345,1.000,7.675E-18
job.pdb,"AF-B2TKP6-F1-model_v4 Selenide, water dikinase",Clostridium botulinum B str. Eklund 17B (NRP),16.900,336,237,13,1,304,20,345,1.000,1.909E-17
job.pdb,AF-B6I571-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli SE11,17.900,334,233,17,4,304,20,345,1.000,2.290E-17
job.pdb,AF-Q60BU2-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Methylococcus capsulatus str. Bath,20.000,319,221,15,14,304,33,345,1.000,2.748E-17
job.pdb,AF-Q8DBC2-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Vibrio vulnificus CMCP6,17.200,337,232,17,4,304,21,346,1.000,1.326E-17
job.pdb,AF-C5BHQ4-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Edwardsiella ictaluri 93-146,19.500,342,221,19,4,305,20,347,1.000,1.409E-17
job.pdb,"AF-B2RLG7-F1-model_v4 Selenide, water dikinase",Porphyromonas gingivalis ATCC 33277,18.300,337,222,18,5,304,28,348,1.000,3.935E-18
job.pdb,AF-Q2KX26-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Bordetella avium 197N,17.900,324,226,14,14,304,33,349,1.000,1.409E-17
job.pdb,AF-C3K102-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Pseudomonas fluorescens SBW25,20.000,339,220,22,4,303,20,346,1.000,4.721E-18
job.pdb,AF-B2T067-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Paraburkholderia phytofirmans PsJN,17.500,336,229,16,4,304,33,355,1.000,7.675E-18
job.pdb,AF-Q5HH13-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Staphylococcus aureus subsp. aureus COL,17.700,332,230,19,5,304,20,340,1.000,1.105E-17
job.pdb,AF-A4SL28-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Aeromonas salmonicida subsp. salmonicida A449,18.300,337,228,22,4,304,20,345,1.000,1.248E-17
job.pdb,AF-Q2NS68-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Sodalis glossinidius str. 'morsitans',19.100,340,230,16,2,305,14,344,1.000,1.796E-17
job.pdb,AF-A0K4T7-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia cenocepacia HI2424,18.000,333,231,16,4,305,29,350,1.000,5.017E-18
job.pdb,AF-A3NYW6-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia pseudomallei 1106a,17.600,335,230,16,4,304,29,351,1.000,7.675E-18
job.pdb,AF-Q48FI4-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Pseudomonas savastanoi pv. phaseolicola 1448A,20.100,337,222,21,4,303,20,346,1.000,5.331E-18
job.pdb,AF-Q6GI13-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Staphylococcus aureus subsp. aureus MRSA252,17.500,330,233,17,5,304,20,340,1.000,1.909E-17
job.pdb,AF-A0KM24-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Aeromonas hydrophila subsp. hydrophila ATCC 7966,18.100,337,229,21,4,304,20,345,1.000,8.667E-18
job.pdb,AF-Q21VH4-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Rhodoferax ferrireducens T118,18.200,335,230,16,4,305,25,348,1.000,1.796E-17
job.pdb,AF-Q62HE4-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia mallei ATCC 23344,17.300,334,232,16,4,304,29,351,1.000,1.591E-17
job.pdb,AF-A3MN88-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia mallei NCTC 10247,17.300,334,232,16,4,304,29,351,1.000,1.591E-17
job.pdb,AF-Q3JP21-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia pseudomallei 1710b,18.000,332,232,17,4,304,29,351,1.000,1.248E-17
job.pdb,AF-Q0TTB2-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Clostridium perfringens ATCC 13124,16.100,334,229,15,4,304,18,333,1.000,8.667E-18
job.pdb,AF-C4ZX74-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli BW2952,17.900,334,233,18,4,304,20,345,1.000,1.040E-17
job.pdb,AF-B7MHY0-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli S88,17.000,335,235,18,4,304,20,345,1.000,2.586E-17
job.pdb,AF-B8FJY6-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Desulfatibacillum aliphaticivorans,17.000,347,233,20,2,304,12,347,1.000,1.691E-17
job.pdb,AF-A9AGA9-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia multivorans ATCC 17616,17.600,334,231,16,4,304,29,351,1.000,1.497E-17
job.pdb,AF-B4EDH7-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia cenocepacia J2315,18.000,333,231,16,4,305,29,350,1.000,9.786E-18
job.pdb,AF-B7LCN9-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli 55989,17.300,335,234,17,4,304,20,345,1.000,2.290E-17
job.pdb,AF-A4WD72-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Enterobacter sp. 638,17.600,334,234,16,4,304,20,345,1.000,2.434E-17
job.pdb,AF-Q2LTT5-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Syntrophus aciditrophicus SB,18.200,339,227,18,4,304,21,347,1.000,6.797E-18
job.pdb,AF-A9I602-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Bordetella petrii DSM 12804,18.400,325,223,15,14,304,33,349,1.000,1.497E-17
job.pdb,AF-A2S554-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Burkholderia mallei NCTC 10229,17.900,335,229,16,4,304,29,351,1.000,5.017E-18
job.pdb,"AF-A6WHQ5-F1-model_v4 Selenide, water dikinase",Shewanella baltica OS185,17.000,322,218,14,18,304,45,352,1.000,2.586E-17
job.pdb,AF-A6QFS9-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Staphylococcus aureus subsp. aureus str. Newman,17.800,331,231,18,5,304,20,340,1.000,2.028E-17
job.pdb,AF-Q2FI07-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Staphylococcus aureus subsp. aureus USA300,18.400,336,228,20,4,304,16,340,1.000,1.591E-17
job.pdb,AF-B8F5E6-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Glaesserella parasuis SH0165,18.700,336,228,19,4,304,19,344,1.000,2.434E-17
job.pdb,AF-P43848-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Haemophilus influenzae Rd KW20,18.900,337,226,20,4,304,19,344,1.000,2.920E-17
job.pdb,AF-A8A2Z1-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli HS,17.000,335,235,18,4,304,20,345,1.000,3.103E-17
job.pdb,AF-Q57LL0-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,16.100,335,238,16,4,304,20,345,1.000,2.434E-17
job.pdb,AF-A7ZPU2-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli O139:H28 str. E24377A,17.000,335,235,17,4,304,20,345,1.000,2.748E-17
job.pdb,AF-P74883-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,15.800,341,240,16,2,304,14,345,1.000,2.155E-17
job.pdb,AF-Q5E3H3-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Aliivibrio fischeri ES114,18.100,337,229,20,4,304,21,346,1.000,1.409E-17
job.pdb,AF-B1JSF4-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Yersinia pseudotuberculosis YPIII,19.100,345,227,19,2,306,14,346,1.000,7.675E-18
job.pdb,AF-A5G3H3-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Geotalea uraniireducens Rf4,18.700,336,229,18,4,304,22,348,1.000,2.290E-17
job.pdb,AF-Q74CB6-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Geobacter sulfurreducens PCA,18.700,342,220,19,5,304,23,348,1.000,8.156E-18
job.pdb,AF-C4K4D1-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),17.400,339,239,19,4,308,20,351,1.000,3.103E-17
job.pdb,AF-Q15SY3-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Pseudoalteromonas atlantica T6c,17.900,335,231,19,4,304,21,345,1.000,1.248E-17
job.pdb,AF-Q5PNJ8-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,16.100,335,238,16,4,304,20,345,1.000,2.748E-17
job.pdb,AF-Q8FF72-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Escherichia coli CFT073,17.300,335,234,18,4,304,20,345,1.000,3.504E-17
job.pdb,AF-Q7N3F7-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Photorhabdus laumondii subsp. laumondii TTO1,17.000,340,232,18,4,306,20,346,1.000,2.028E-17
job.pdb,AF-B3E3K3-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Trichlorobacter lovleyi SZ,17.500,331,222,17,14,304,30,349,1.000,1.105E-17
job.pdb,AF-Q2RGU7-F1-model_v4 Phosphoribosylformylglycinamidine cyclo-ligase,Moorella thermoacetica ATCC 39073,18.200,335,227,19,4,303,23,345,1.000,6.797E-18
